2021 super output area - lower layer,Geog_Code,Total: All usual residents,%,"Asian, Asian British or Asian Welsh",% ,"Asian, Asian British or Asian Welsh: Bangladeshi",%,"Asian, Asian British or Asian Welsh: Chinese",%,"Asian, Asian British or Asian Welsh: Indian",%,"Asian, Asian British or Asian Welsh: Pakistani",%,"Asian, Asian British or Asian Welsh: Other Asian",%,"Black, Black British, Black Welsh, Caribbean or African",%,"Black, Black British, Black Welsh, Caribbean or African: African",%,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",%,"Black, Black British, Black Welsh, Caribbean or African: Other Black",%,Mixed or Multiple ethnic groups,%,Mixed or Multiple ethnic groups: White and Asian,%,Mixed or Multiple ethnic groups: White and Black African,%,Mixed or Multiple ethnic groups: White and Black Caribbean,%,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,%,White,%,"White: English, Welsh, Scottish, Northern Irish or British","% White: English, Welsh, Scottish, Northern Irish or British",White: Irish,%,White: Gypsy or Irish Traveller,%,White: Roma,%,White: Other White,%,Other ethnic group,%,Other ethnic group: Arab,%,Other ethnic group: Any other ethnic group,%
Birmingham 120B,E01009206,1517,100,88,5.8,5,0.3,13,0.9,45,3,3,0.2,22,1.5,51,3.4,33,2.2,10,0.7,8,0.5,39,2.6,15,1,0,0,15,1,9,0.6,1314,86.6,1208,79.6,51,3.4,0,0,0,0,55,3.6,25,1.6,5,0.3,20,1.3
Birmingham 120C,E01009211,1443,100,89,6.2,4,0.3,20,1.4,35,2.4,14,1,16,1.1,65,4.5,28,1.9,25,1.7,12,0.8,48,3.3,8,0.6,4,0.3,26,1.8,10,0.7,1227,85,1173,81.3,20,1.4,0,0,0,0,34,2.4,14,1,2,0.1,12,0.8
Birmingham 120D,E01009218,1620,100,125,7.7,0,0,27,1.7,62,3.8,11,0.7,25,1.5,30,1.9,7,0.4,19,1.2,4,0.2,76,4.7,18,1.1,1,0.1,44,2.7,13,0.8,1348,83.2,1257,77.6,38,2.3,0,0,0,0,53,3.3,41,2.5,5,0.3,36,2.2
Birmingham 120E,E01009219,1465,100,113,7.7,3,0.2,34,2.3,23,1.6,25,1.7,28,1.9,121,8.3,69,4.7,41,2.8,11,0.8,91,6.2,16,1.1,1,0.1,51,3.5,23,1.6,1108,75.6,1027,70.1,36,2.5,0,0,0,0,45,3.1,32,2.2,6,0.4,26,1.8
Birmingham 121A,E01008976,1539,100,134,8.7,12,0.8,10,0.6,38,2.5,54,3.5,20,1.3,138,9,72,4.7,47,3.1,19,1.2,77,5,13,0.8,15,1,36,2.3,13,0.8,1108,72,1025,66.6,42,2.7,0,0,0,0,41,2.7,82,5.3,55,3.6,27,1.8
Birmingham 121B,E01008978,1405,100,187,13.3,14,1,7,0.5,24,1.7,112,8,30,2.1,228,16.2,165,11.7,45,3.2,18,1.3,100,7.1,6,0.4,10,0.7,64,4.6,20,1.4,820,58.4,753,53.6,36,2.6,1,0.1,0,0,30,2.1,70,5,40,2.8,30,2.1
Birmingham 121C,E01008979,1580,100,94,5.9,6,0.4,15,0.9,10,0.6,41,2.6,22,1.4,129,8.2,51,3.2,52,3.3,26,1.6,134,8.5,8,0.5,10,0.6,95,6,21,1.3,1179,74.6,1118,70.8,30,1.9,0,0,0,0,31,2,44,2.8,19,1.2,25,1.6
Birmingham 121D,E01008980,1714,100,131,7.6,17,1,7,0.4,13,0.8,73,4.3,21,1.2,234,13.7,87,5.1,119,6.9,28,1.6,115,6.7,17,1,4,0.2,78,4.6,16,0.9,1188,69.3,1133,66.1,19,1.1,3,0.2,0,0,33,1.9,46,2.7,30,1.8,16,0.9
Birmingham 122A,E01008945,1812,100,331,18.3,27,1.5,13,0.7,68,3.8,203,11.2,20,1.1,79,4.4,18,1,57,3.1,4,0.2,92,5.1,23,1.3,2,0.1,59,3.3,8,0.4,1268,70,1183,65.3,49,2.7,0,0,0,0,36,2,42,2.3,13,0.7,29,1.6
Birmingham 122B,E01008946,1541,100,181,11.7,15,1,5,0.3,50,3.2,91,5.9,20,1.3,37,2.4,16,1,17,1.1,4,0.3,68,4.4,19,1.2,4,0.3,23,1.5,22,1.4,1226,79.6,1155,75,34,2.2,0,0,0,0,37,2.4,29,1.9,21,1.4,8,0.5
Birmingham 122C,E01008947,1366,100,107,7.8,6,0.4,11,0.8,21,1.5,56,4.1,13,1,73,5.3,46,3.4,26,1.9,1,0.1,67,4.9,25,1.8,4,0.3,26,1.9,12,0.9,1087,79.6,1045,76.5,16,1.2,1,0.1,0,0,25,1.8,32,2.3,17,1.2,15,1.1
Birmingham 122D,E01008948,1442,100,87,6,15,1,4,0.3,23,1.6,32,2.2,13,0.9,46,3.2,23,1.6,19,1.3,4,0.3,51,3.5,7,0.5,0,0,36,2.5,8,0.6,1251,86.8,1188,82.4,31,2.1,0,0,6,0.4,26,1.8,7,0.5,2,0.1,5,0.3
Birmingham 122E,E01008949,1188,100,31,2.6,0,0,4,0.3,13,1.1,9,0.8,5,0.4,5,0.4,0,0,5,0.4,0,0,46,3.9,14,1.2,3,0.3,26,2.2,3,0.3,1101,92.7,1074,90.4,18,1.5,0,0,0,0,9,0.8,5,0.4,0,0,5,0.4
Birmingham 123A,E01008977,1560,100,76,4.9,5,0.3,6,0.4,14,0.9,42,2.7,9,0.6,105,6.7,35,2.2,56,3.6,14,0.9,152,9.7,77,4.9,16,1,48,3.1,11,0.7,1211,77.6,1154,74,29,1.9,0,0,0,0,28,1.8,16,1,4,0.3,12,0.8
Birmingham 123B,E01009109,1408,100,178,12.6,6,0.4,7,0.5,28,2,112,8,25,1.8,164,11.6,87,6.2,46,3.3,31,2.2,142,10.1,16,1.1,13,0.9,86,6.1,27,1.9,924,65.6,859,61,16,1.1,5,0.4,0,0,44,3.1,0,0,0,0,0,0
Birmingham 123C,E01009119,1434,100,85,5.9,3,0.2,4,0.3,40,2.8,29,2,9,0.6,76,5.3,31,2.2,34,2.4,11,0.8,76,5.3,14,1,9,0.6,47,3.3,6,0.4,1159,80.8,1077,75.1,41,2.9,0,0,0,0,41,2.9,38,2.6,2,0.1,36,2.5
Birmingham 123D,E01009120,1758,100,112,6.4,2,0.1,19,1.1,44,2.5,18,1,29,1.6,149,8.5,50,2.8,38,2.2,61,3.5,135,7.7,15,0.9,17,1,52,3,51,2.9,1353,77,1269,72.2,35,2,0,0,4,0.2,45,2.6,9,0.5,3,0.2,6,0.3
Birmingham 124A,E01009162,1601,100,58,3.6,0,0,6,0.4,19,1.2,9,0.6,24,1.5,141,8.8,81,5.1,47,2.9,13,0.8,120,7.5,22,1.4,2,0.1,81,5.1,15,0.9,1224,76.5,1155,72.1,21,1.3,0,0,0,0,48,3,58,3.6,5,0.3,53,3.3
Birmingham 124B,E01009207,1626,100,66,4.1,4,0.2,17,1,10,0.6,10,0.6,25,1.5,47,2.9,22,1.4,17,1,8,0.5,49,3,6,0.4,7,0.4,29,1.8,7,0.4,1441,88.6,1343,82.6,62,3.8,0,0,0,0,36,2.2,23,1.4,8,0.5,15,0.9
Birmingham 124C,E01009208,1690,100,78,4.6,0,0,6,0.4,37,2.2,18,1.1,17,1,71,4.2,24,1.4,24,1.4,23,1.4,76,4.5,5,0.3,11,0.7,44,2.6,16,0.9,1460,86.4,1375,81.4,38,2.2,1,0.1,0,0,46,2.7,5,0.3,1,0.1,4,0.2
Birmingham 124D,E01009209,2042,100,93,4.6,8,0.4,17,0.8,16,0.8,20,1,32,1.6,121,5.9,52,2.5,48,2.4,21,1,131,6.4,23,1.1,10,0.5,80,3.9,18,0.9,1669,81.7,1575,77.1,32,1.6,3,0.1,4,0.2,55,2.7,28,1.4,10,0.5,18,0.9
Birmingham 124E,E01009213,1608,100,78,4.9,0,0,10,0.6,20,1.2,23,1.4,25,1.6,119,7.4,68,4.2,28,1.7,23,1.4,70,4.4,11,0.7,15,0.9,39,2.4,5,0.3,1322,82.2,1233,76.7,36,2.2,2,0.1,1,0.1,50,3.1,19,1.2,2,0.1,17,1.1
Birmingham 125B,E01009155,1326,100,35,2.6,4,0.3,9,0.7,2,0.2,14,1.1,6,0.5,85,6.4,24,1.8,44,3.3,17,1.3,93,7,19,1.4,3,0.2,65,4.9,6,0.5,1091,82.3,1061,80,17,1.3,0,0,0,0,13,1,22,1.7,9,0.7,13,1
Birmingham 125D,E01009157,1455,100,45,3.1,0,0,6,0.4,3,0.2,29,2,7,0.5,121,8.3,52,3.6,38,2.6,31,2.1,94,6.5,13,0.9,4,0.3,68,4.7,9,0.6,1174,80.7,1137,78.1,25,1.7,1,0.1,0,0,11,0.8,21,1.4,11,0.8,10,0.7
Birmingham 125E,E01009160,1634,100,60,3.7,0,0,3,0.2,13,0.8,33,2,11,0.7,188,11.5,75,4.6,75,4.6,38,2.3,144,8.8,24,1.5,8,0.5,95,5.8,17,1,1221,74.7,1171,71.7,13,0.8,0,0,0,0,37,2.3,21,1.3,7,0.4,14,0.9
Birmingham 125F,E01009161,1442,100,16,1.1,1,0.1,0,0,9,0.6,2,0.1,4,0.3,76,5.3,25,1.7,38,2.6,13,0.9,75,5.2,3,0.2,8,0.6,56,3.9,8,0.6,1267,87.9,1217,84.4,21,1.5,0,0,0,0,29,2,8,0.6,1,0.1,7,0.5
Birmingham 125H,E01034942,1865,100,133,7.1,9,0.5,19,1,17,0.9,50,2.7,38,2,285,15.3,180,9.7,69,3.7,36,1.9,142,7.6,33,1.8,13,0.7,70,3.8,26,1.4,1244,66.7,1138,61,15,0.8,0,0,5,0.3,86,4.6,61,3.3,33,1.8,28,1.5
Birmingham 125I,E01034943,1719,100,71,4.1,7,0.4,1,0.1,19,1.1,17,1,27,1.6,135,7.9,49,2.9,57,3.3,29,1.7,150,8.7,43,2.5,1,0.1,82,4.8,24,1.4,1330,77.4,1276,74.2,26,1.5,0,0,2,0.1,26,1.5,33,1.9,16,0.9,17,1
Birmingham 126A,E01009117,2072,100,114,5.5,14,0.7,13,0.6,9,0.4,41,2,37,1.8,341,16.5,166,8,131,6.3,44,2.1,219,10.6,20,1,19,0.9,151,7.3,29,1.4,1330,64.2,1244,60,22,1.1,0,0,1,0,63,3,68,3.3,16,0.8,52,2.5
Birmingham 126B,E01009210,1818,100,69,3.8,3,0.2,23,1.3,15,0.8,19,1,9,0.5,154,8.5,96,5.3,45,2.5,13,0.7,77,4.2,7,0.4,5,0.3,50,2.8,15,0.8,1503,82.7,1427,78.5,32,1.8,0,0,0,0,44,2.4,15,0.8,0,0,15,0.8
Birmingham 126C,E01009212,1775,100,88,5,13,0.7,10,0.6,13,0.7,21,1.2,31,1.7,215,12.1,153,8.6,40,2.3,22,1.2,64,3.6,12,0.7,4,0.2,45,2.5,3,0.2,1369,77.1,1315,74.1,14,0.8,0,0,0,0,40,2.3,39,2.2,19,1.1,20,1.1
Birmingham 126D,E01009214,1644,100,78,4.7,5,0.3,18,1.1,7,0.4,21,1.3,27,1.6,132,8,72,4.4,45,2.7,15,0.9,81,4.9,11,0.7,5,0.3,54,3.3,11,0.7,1324,80.5,1263,76.8,12,0.7,1,0.1,0,0,48,2.9,29,1.8,7,0.4,22,1.3
Birmingham 126E,E01009215,1816,100,111,6.1,6,0.3,20,1.1,20,1.1,22,1.2,43,2.4,209,11.5,115,6.3,53,2.9,41,2.3,85,4.7,17,0.9,5,0.3,50,2.8,13,0.7,1372,75.6,1288,70.9,33,1.8,0,0,0,0,51,2.8,39,2.1,8,0.4,31,1.7
Birmingham 127A,E01009108,1024,100,68,6.6,1,0.1,0,0,38,3.7,13,1.3,16,1.6,38,3.7,18,1.8,16,1.6,4,0.4,46,4.5,9,0.9,5,0.5,21,2.1,11,1.1,841,82.1,779,76.1,29,2.8,0,0,0,0,33,3.2,31,3,19,1.9,12,1.2
Birmingham 127B,E01009111,1544,100,68,4.4,6,0.4,9,0.6,18,1.2,20,1.3,15,1,111,7.2,57,3.7,42,2.7,12,0.8,94,6.1,19,1.2,10,0.6,47,3,18,1.2,1214,78.6,1167,75.6,14,0.9,0,0,5,0.3,28,1.8,57,3.7,1,0.1,56,3.6
Birmingham 127C,E01009112,1615,100,48,3,1,0.1,1,0.1,20,1.2,12,0.7,14,0.9,94,5.8,43,2.7,41,2.5,10,0.6,80,5,22,1.4,2,0.1,42,2.6,14,0.9,1385,85.8,1326,82.1,21,1.3,3,0.2,5,0.3,30,1.9,8,0.5,1,0.1,7,0.4
Birmingham 127D,E01009116,1369,100,114,8.3,0,0,13,0.9,70,5.1,29,2.1,2,0.1,12,0.9,5,0.4,6,0.4,1,0.1,50,3.7,24,1.8,1,0.1,9,0.7,16,1.2,1181,86.3,1098,80.2,39,2.8,0,0,0,0,44,3.2,12,0.9,0,0,12,0.9
Birmingham 127E,E01009118,1564,100,70,4.5,1,0.1,8,0.5,20,1.3,18,1.2,23,1.5,88,5.6,40,2.6,37,2.4,11,0.7,68,4.3,16,1,14,0.9,28,1.8,10,0.6,1306,83.5,1242,79.4,22,1.4,0,0,0,0,42,2.7,32,2,5,0.3,27,1.7
Birmingham 128A,E01009107,1674,100,124,7.4,9,0.5,17,1,11,0.7,72,4.3,15,0.9,266,15.9,139,8.3,96,5.7,31,1.9,152,9.1,33,2,23,1.4,81,4.8,15,0.9,1067,63.7,1009,60.3,20,1.2,0,0,0,0,38,2.3,65,3.9,26,1.6,39,2.3
Birmingham 128B,E01009110,1363,100,65,4.8,5,0.4,7,0.5,19,1.4,10,0.7,24,1.8,99,7.3,41,3,39,2.9,19,1.4,72,5.3,9,0.7,9,0.7,49,3.6,5,0.4,1091,80,1046,76.7,27,2,1,0.1,0,0,17,1.2,36,2.6,13,1,23,1.7
Birmingham 128C,E01009113,1712,100,136,7.9,29,1.7,6,0.4,21,1.2,58,3.4,22,1.3,224,13.1,152,8.9,48,2.8,24,1.4,136,7.9,23,1.3,17,1,75,4.4,21,1.2,1157,67.6,1092,63.8,13,0.8,3,0.2,2,0.1,47,2.7,59,3.4,16,0.9,43,2.5
Birmingham 128D,E01009114,1409,100,78,5.5,1,0.1,7,0.5,9,0.6,43,3.1,18,1.3,77,5.5,34,2.4,29,2.1,14,1,113,8,8,0.6,9,0.6,76,5.4,20,1.4,1120,79.5,1060,75.2,15,1.1,0,0,0,0,45,3.2,21,1.5,6,0.4,15,1.1
Birmingham 128E,E01009115,1423,100,48,3.4,9,0.6,1,0.1,19,1.3,14,1,5,0.4,90,6.3,16,1.1,56,3.9,18,1.3,106,7.4,22,1.5,3,0.2,63,4.4,18,1.3,1136,79.8,1082,76,17,1.2,5,0.4,5,0.4,27,1.9,43,3,15,1.1,28,2
Birmingham 129A,E01009158,2254,100,113,5,7,0.3,25,1.1,28,1.2,37,1.6,16,0.7,203,9,90,4,79,3.5,34,1.5,117,5.2,13,0.6,7,0.3,73,3.2,24,1.1,1788,79.3,1717,76.2,29,1.3,0,0,0,0,42,1.9,33,1.5,12,0.5,21,0.9
Birmingham 129C,E01009165,1381,100,42,3,13,0.9,5,0.4,20,1.4,2,0.1,2,0.1,119,8.6,87,6.3,22,1.6,10,0.7,112,8.1,15,1.1,13,0.9,74,5.4,10,0.7,1101,79.7,1062,76.9,6,0.4,0,0,0,0,33,2.4,7,0.5,7,0.5,0,0
Birmingham 129D,E01009169,1669,100,30,1.8,1,0.1,2,0.1,1,0.1,5,0.3,21,1.3,53,3.2,23,1.4,19,1.1,11,0.7,58,3.5,16,1,5,0.3,37,2.2,0,0,1500,89.9,1463,87.7,13,0.8,0,0,0,0,24,1.4,28,1.7,0,0,28,1.7
Birmingham 129E,E01034944,1296,100,63,4.9,0,0,19,1.5,19,1.5,12,0.9,13,1,109,8.4,46,3.5,58,4.5,5,0.4,97,7.5,16,1.2,10,0.8,54,4.2,17,1.3,1013,78.2,959,74,25,1.9,0,0,0,0,29,2.2,14,1.1,0,0,14,1.1
Birmingham 129F,E01034945,1489,100,71,4.8,10,0.7,11,0.7,24,1.6,18,1.2,8,0.5,109,7.3,60,4,37,2.5,12,0.8,72,4.8,22,1.5,9,0.6,33,2.2,8,0.5,1223,82.1,1133,76.1,34,2.3,0,0,0,0,56,3.8,14,0.9,3,0.2,11,0.7
Birmingham 130A,E01009159,2286,100,155,6.8,14,0.6,48,2.1,61,2.7,12,0.5,20,0.9,149,6.5,67,2.9,61,2.7,21,0.9,123,5.4,28,1.2,3,0.1,72,3.1,20,0.9,1835,80.3,1750,76.6,41,1.8,0,0,0,0,44,1.9,24,1,12,0.5,12,0.5
Birmingham 130B,E01009164,1426,100,35,2.5,0,0,10,0.7,13,0.9,6,0.4,6,0.4,58,4.1,16,1.1,39,2.7,3,0.2,71,5,10,0.7,3,0.2,42,2.9,16,1.1,1254,87.9,1216,85.3,20,1.4,0,0,0,0,18,1.3,8,0.6,4,0.3,4,0.3
Birmingham 130C,E01009167,1494,100,30,2,0,0,10,0.7,12,0.8,3,0.2,5,0.3,81,5.4,40,2.7,36,2.4,5,0.3,88,5.9,11,0.7,1,0.1,59,3.9,17,1.1,1294,86.6,1254,83.9,12,0.8,0,0,0,0,28,1.9,1,0.1,1,0.1,0,0
Birmingham 130D,E01009171,1649,100,32,1.9,3,0.2,1,0.1,6,0.4,12,0.7,10,0.6,69,4.2,24,1.5,34,2.1,11,0.7,86,5.2,16,1,5,0.3,54,3.3,11,0.7,1446,87.7,1401,85,21,1.3,0,0,0,0,24,1.5,16,1,6,0.4,10,0.6
Birmingham 131A,E01009166,1319,100,23,1.7,1,0.1,0,0,15,1.1,3,0.2,4,0.3,116,8.8,45,3.4,51,3.9,20,1.5,68,5.2,13,1,2,0.2,32,2.4,21,1.6,1099,83.3,1073,81.3,10,0.8,0,0,0,0,16,1.2,13,1,5,0.4,8,0.6
Birmingham 131B,E01009168,1438,100,43,3,1,0.1,3,0.2,11,0.8,23,1.6,5,0.3,18,1.3,2,0.1,15,1,1,0.1,49,3.4,7,0.5,0,0,38,2.6,4,0.3,1320,91.8,1274,88.6,29,2,0,0,0,0,17,1.2,8,0.6,1,0.1,7,0.5
Birmingham 131C,E01009170,1484,100,25,1.7,0,0,3,0.2,0,0,7,0.5,15,1,16,1.1,4,0.3,9,0.6,3,0.2,46,3.1,10,0.7,4,0.3,29,2,3,0.2,1375,92.7,1343,90.5,13,0.9,0,0,0,0,19,1.3,22,1.5,0,0,22,1.5
Birmingham 131D,E01009216,2067,100,77,3.7,1,0,2,0.1,20,1,6,0.3,48,2.3,205,9.9,103,5,50,2.4,52,2.5,94,4.5,17,0.8,9,0.4,44,2.1,24,1.2,1633,79,1570,76,20,1,0,0,0,0,43,2.1,58,2.8,17,0.8,41,2
Birmingham 131E,E01009217,1570,100,43,2.7,0,0,0,0,9,0.6,14,0.9,20,1.3,16,1,7,0.4,6,0.4,3,0.2,29,1.8,6,0.4,4,0.3,17,1.1,2,0.1,1471,93.7,1420,90.4,33,2.1,0,0,0,0,18,1.1,11,0.7,5,0.3,6,0.4
Birmingham 132A,E01009039,1786,100,664,37.2,31,1.7,14,0.8,199,11.1,391,21.9,29,1.6,53,3,19,1.1,27,1.5,7,0.4,57,3.2,20,1.1,0,0,22,1.2,15,0.8,916,51.3,776,43.4,87,4.9,0,0,2,0.1,51,2.9,96,5.4,33,1.8,63,3.5
Birmingham 132B,E01009040,1813,100,776,42.8,29,1.6,10,0.6,172,9.5,476,26.3,89,4.9,25,1.4,9,0.5,14,0.8,2,0.1,86,4.7,47,2.6,3,0.2,18,1,18,1,882,48.6,751,41.4,93,5.1,0,0,2,0.1,36,2,44,2.4,9,0.5,35,1.9
Birmingham 132C,E01009041,1710,100,529,30.9,22,1.3,2,0.1,177,10.4,288,16.8,40,2.3,29,1.7,13,0.8,16,0.9,0,0,73,4.3,29,1.7,2,0.1,22,1.3,20,1.2,1043,61,916,53.6,89,5.2,1,0.1,0,0,37,2.2,36,2.1,0,0,36,2.1
Birmingham 132D,E01009042,1364,100,262,19.2,17,1.2,8,0.6,78,5.7,134,9.8,25,1.8,24,1.8,0,0,23,1.7,1,0.1,50,3.7,25,1.8,0,0,18,1.3,7,0.5,1017,74.6,939,68.8,54,4,0,0,0,0,24,1.8,11,0.8,0,0,11,0.8
Birmingham 132E,E01032589,1528,100,690,45.2,36,2.4,9,0.6,270,17.7,323,21.1,52,3.4,38,2.5,19,1.2,18,1.2,1,0.1,43,2.8,12,0.8,7,0.5,19,1.2,5,0.3,692,45.3,606,39.7,61,4,0,0,0,0,25,1.6,65,4.3,17,1.1,48,3.1
Birmingham 133A,E01009262,1789,100,1149,64.2,114,6.4,6,0.3,665,37.2,297,16.6,67,3.7,216,12.1,53,3,134,7.5,29,1.6,49,2.7,8,0.4,10,0.6,8,0.4,23,1.3,233,13,161,9,14,0.8,4,0.2,9,0.5,45,2.5,142,7.9,10,0.6,132,7.4
Birmingham 133B,E01009267,1795,100,1181,65.8,110,6.1,8,0.4,780,43.5,156,8.7,127,7.1,155,8.6,47,2.6,91,5.1,17,0.9,37,2.1,14,0.8,0,0,16,0.9,7,0.4,273,15.2,210,11.7,11,0.6,1,0.1,0,0,51,2.8,149,8.3,1,0.1,148,8.2
Birmingham 133C,E01009276,1658,100,1049,63.3,25,1.5,7,0.4,688,41.5,259,15.6,70,4.2,188,11.3,49,3,128,7.7,11,0.7,46,2.8,12,0.7,1,0.1,20,1.2,13,0.8,242,14.6,180,10.9,5,0.3,0,0,2,0.1,55,3.3,133,8,5,0.3,128,7.7
Birmingham 133D,E01009278,1738,100,1097,63.1,105,6,3,0.2,663,38.1,251,14.4,75,4.3,172,9.9,19,1.1,112,6.4,41,2.4,74,4.3,20,1.2,9,0.5,26,1.5,19,1.1,245,14.1,172,9.9,10,0.6,0,0,4,0.2,59,3.4,150,8.6,8,0.5,142,8.2
Birmingham 133E,E01009279,1591,100,1049,65.9,83,5.2,4,0.3,707,44.4,200,12.6,55,3.5,161,10.1,45,2.8,104,6.5,12,0.8,48,3,13,0.8,3,0.2,12,0.8,20,1.3,167,10.5,134,8.4,6,0.4,0,0,0,0,27,1.7,166,10.4,10,0.6,156,9.8
Birmingham 133F,E01032591,1587,100,1094,68.9,53,3.3,0,0,799,50.3,175,11,67,4.2,100,6.3,33,2.1,59,3.7,8,0.5,38,2.4,8,0.5,2,0.1,14,0.9,14,0.9,210,13.2,142,8.9,7,0.4,0,0,0,0,61,3.8,145,9.1,9,0.6,136,8.6
Birmingham 134A,E01008995,2428,100,548,22.6,43,1.8,72,3,132,5.4,147,6.1,154,6.3,798,32.9,469,19.3,266,11,63,2.6,204,8.4,18,0.7,21,0.9,119,4.9,46,1.9,574,23.6,426,17.5,25,1,1,0,4,0.2,118,4.9,304,12.5,173,7.1,131,5.4
Birmingham 134B,E01033557,2117,100,392,18.5,9,0.4,130,6.1,138,6.5,52,2.5,63,3,209,9.9,131,6.2,64,3,14,0.7,117,5.5,23,1.1,19,0.9,37,1.7,38,1.8,1253,59.2,758,35.8,20,0.9,5,0.2,20,0.9,450,21.3,146,6.9,76,3.6,70,3.3
Birmingham 134C,E01033624,1589,100,340,21.4,3,0.2,94,5.9,115,7.2,75,4.7,53,3.3,309,19.4,156,9.8,125,7.9,28,1.8,99,6.2,15,0.9,9,0.6,51,3.2,24,1.5,690,43.4,431,27.1,15,0.9,0,0,11,0.7,233,14.7,151,9.5,76,4.8,75,4.7
Birmingham 134D,E01033626,1216,100,250,20.6,13,1.1,52,4.3,94,7.7,56,4.6,35,2.9,267,22,121,10,84,6.9,62,5.1,111,9.1,16,1.3,12,1,59,4.9,24,2,470,38.7,301,24.8,23,1.9,0,0,7,0.6,139,11.4,118,9.7,38,3.1,80,6.6
Birmingham 134E,E01033640,2003,100,435,21.7,25,1.2,130,6.5,98,4.9,81,4,101,5,641,32,436,21.8,141,7,64,3.2,131,6.5,20,1,13,0.6,53,2.6,45,2.2,558,27.9,390,19.5,12,0.6,0,0,8,0.4,148,7.4,238,11.9,175,8.7,63,3.1
Birmingham 135B,E01033567,1109,100,493,44.5,5,0.5,313,28.2,74,6.7,35,3.2,66,6,141,12.7,96,8.7,39,3.5,6,0.5,43,3.9,15,1.4,4,0.4,10,0.9,14,1.3,382,34.4,234,21.1,15,1.4,0,0,1,0.1,132,11.9,50,4.5,13,1.2,37,3.3
Birmingham 135C,E01033615,1103,100,400,36.3,7,0.6,210,19,101,9.2,36,3.3,46,4.2,125,11.3,74,6.7,46,4.2,5,0.5,58,5.3,12,1.1,7,0.6,11,1,28,2.5,442,40.1,258,23.4,8,0.7,0,0,7,0.6,169,15.3,78,7.1,29,2.6,49,4.4
Birmingham 135D,E01033616,1273,100,267,21,5,0.4,127,10,57,4.5,33,2.6,45,3.5,266,20.9,142,11.2,92,7.2,32,2.5,122,9.6,27,2.1,16,1.3,57,4.5,22,1.7,531,41.7,372,29.2,21,1.6,0,0,12,0.9,126,9.9,87,6.8,38,3,49,3.8
Birmingham 135E,E01034946,1048,100,211,20.1,17,1.6,67,6.4,46,4.4,57,5.4,24,2.3,164,15.6,100,9.5,44,4.2,20,1.9,65,6.2,19,1.8,10,1,15,1.4,21,2,534,51,352,33.6,40,3.8,1,0.1,4,0.4,137,13.1,74,7.1,34,3.2,40,3.8
Birmingham 135F,E01034947,1586,100,435,27.4,91,5.7,83,5.2,70,4.4,133,8.4,58,3.7,406,25.6,264,16.6,116,7.3,26,1.6,111,7,17,1.1,19,1.2,55,3.5,20,1.3,463,29.2,289,18.2,32,2,0,0,4,0.3,138,8.7,171,10.8,81,5.1,90,5.7
Birmingham 136A,E01009143,1884,100,264,14,8,0.4,24,1.3,32,1.7,49,2.6,151,8,821,43.6,612,32.5,148,7.9,61,3.2,162,8.6,18,1,20,1.1,72,3.8,52,2.8,462,24.5,320,17,10,0.5,1,0.1,2,0.1,129,6.8,175,9.3,51,2.7,124,6.6
Birmingham 136B,E01009146,2302,100,503,21.9,13,0.6,223,9.7,114,5,71,3.1,82,3.6,509,22.1,287,12.5,175,7.6,47,2,150,6.5,30,1.3,19,0.8,75,3.3,26,1.1,960,41.7,721,31.3,27,1.2,1,0,7,0.3,204,8.9,180,7.8,75,3.3,105,4.6
Birmingham 136C,E01033564,1173,100,225,19.2,12,1,33,2.8,87,7.4,48,4.1,45,3.8,190,16.2,137,11.7,42,3.6,11,0.9,71,6.1,19,1.6,20,1.7,13,1.1,19,1.6,608,51.8,306,26.1,9,0.8,2,0.2,9,0.8,282,24,79,6.7,23,2,56,4.8
Birmingham 136E,E01034948,1787,100,390,21.8,19,1.1,98,5.5,155,8.7,73,4.1,45,2.5,569,31.8,411,23,119,6.7,39,2.2,135,7.6,16,0.9,32,1.8,49,2.7,38,2.1,567,31.7,343,19.2,11,0.6,1,0.1,21,1.2,191,10.7,126,7.1,63,3.5,63,3.5
Birmingham 136F,E01034949,1313,100,263,20,8,0.6,45,3.4,74,5.6,77,5.9,59,4.5,310,23.6,229,17.4,48,3.7,33,2.5,70,5.3,11,0.8,10,0.8,29,2.2,20,1.5,543,41.4,281,21.4,20,1.5,1,0.1,16,1.2,225,17.1,127,9.7,79,6,48,3.7
Birmingham 137A,E01009141,1924,100,216,11.2,20,1,24,1.2,45,2.3,75,3.9,52,2.7,978,50.8,565,29.4,312,16.2,101,5.2,118,6.1,13,0.7,9,0.5,63,3.3,33,1.7,446,23.2,311,16.2,17,0.9,4,0.2,3,0.2,111,5.8,166,8.6,46,2.4,120,6.2
Birmingham 137B,E01033565,1409,100,221,15.7,4,0.3,51,3.6,82,5.8,51,3.6,33,2.3,163,11.6,94,6.7,55,3.9,14,1,86,6.1,21,1.5,9,0.6,28,2,28,2,903,64.1,619,43.9,19,1.3,0,0,6,0.4,259,18.4,36,2.6,12,0.9,24,1.7
