"wz11cd","lsoa11cd","msoa11cd","date","Distance travelled to work: All categories: Distance travelled to work; measures: Value","Distance travelled to work: Less than 2km; measures: Value","Distance travelled to work: 2km to less than 5km; measures: Value","Distance travelled to work: 5km to less than 10km; measures: Value","Distance travelled to work: 10km to less than 20km; measures: Value","Distance travelled to work: 20km to less than 30km; measures: Value","Distance travelled to work: 30km to less than 40km; measures: Value","Distance travelled to work: 40km to less than 60km; measures: Value","Distance travelled to work: 60km and over; measures: Value","Distance travelled to work: Work mainly at or from home; measures: Value","Distance travelled to work: No fixed place; measures: Value","Distance travelled to work: Total distance (km); measures: Value","Distance travelled to work: Average distance (km); measures: Value"
"E33020197","E01009092","E02001880",2011,336,90,45,31,23,17,0,0,0,55,75,1126.2,5.5
"E33020197","E01009094","E02001880",2011,336,90,45,31,23,17,0,0,0,55,75,1126.2,5.5
"E33020197","E01009093","E02001880",2011,336,90,45,31,23,17,0,0,0,55,75,1126.2,5.5
"E33020198","E01009511","E02001880",2011,527,141,111,69,71,13,2,2,2,56,60,2638.9,6.4
"E33020198","E01009298","E02001880",2011,527,141,111,69,71,13,2,2,2,56,60,2638.9,6.4
"E33020199","E01009477","E02001881",2011,318,78,23,37,8,1,0,2,3,61,105,880.1,5.8
"E33020199","E01009492","E02001881",2011,318,78,23,37,8,1,0,2,3,61,105,880.1,5.8
"E33020199","E01009475","E02001881",2011,318,78,23,37,8,1,0,2,3,61,105,880.1,5.8
"E33020200","E01009476","E02001881",2011,546,94,139,170,56,30,5,4,7,11,30,4469.2,8.8
"E33020201","E01009490","E02001881",2011,415,72,72,89,46,12,4,4,2,46,68,2442.1,8.1
"E33020202","E01009476","E02001881",2011,400,53,64,58,22,6,1,1,3,72,120,1631.4,7.8
"E33020202","E01009475","E02001881",2011,400,53,64,58,22,6,1,1,3,72,120,1631.4,7.8
"E33020202","E01009477","E02001881",2011,400,53,64,58,22,6,1,1,3,72,120,1631.4,7.8
"E33020203","E01009095","E02001882",2011,566,84,130,102,90,33,18,4,4,46,55,4470.1,9.6
"E33020204","E01009508","E02001882",2011,620,65,97,132,122,45,16,3,3,58,79,5211.5,10.8
"E33020204","E01009510","E02001882",2011,620,65,97,132,122,45,16,3,3,58,79,5211.5,10.8
"E33020204","E01009509","E02001882",2011,620,65,97,132,122,45,16,3,3,58,79,5211.5,10.8
"E33020205","E01009507","E02001882",2011,385,98,58,61,39,4,0,1,5,57,62,2466.7,9.3
"E33020205","E01009509","E02001882",2011,385,98,58,61,39,4,0,1,5,57,62,2466.7,9.3
"E33020206","E01009507","E02001882",2011,607,137,207,121,67,26,8,2,11,14,14,4763.1,8.2
"E33020206","E01009095","E02001882",2011,607,137,207,121,67,26,8,2,11,14,14,4763.1,8.2
"E33020207","E01009510","E02001882",2011,284,63,80,31,26,7,2,0,2,38,35,1317.7,6.2
"E33020207","E01009509","E02001882",2011,284,63,80,31,26,7,2,0,2,38,35,1317.7,6.2
"E33020208","E01009300","E02001883",2011,487,75,128,107,95,22,6,5,6,12,31,4209.3,9.5
"E33020209","E01009301","E02001883",2011,336,67,70,45,42,5,3,0,1,46,57,1519.6,6.5
"E33020209","E01009300","E02001883",2011,336,67,70,45,42,5,3,0,1,46,57,1519.6,6.5
"E33020209","E01009297","E02001883",2011,336,67,70,45,42,5,3,0,1,46,57,1519.6,6.5
"E33020209","E01009303","E02001883",2011,336,67,70,45,42,5,3,0,1,46,57,1519.6,6.5
"E33020210","E01009297","E02001883",2011,340,66,71,42,49,10,1,2,3,38,58,2003.3,8.2
"E33020210","E01009300","E02001883",2011,340,66,71,42,49,10,1,2,3,38,58,2003.3,8.2
"E33020211","E01009299","E02001883",2011,322,62,79,28,36,5,7,1,1,36,67,1549.3,7.1
"E33020211","E01009303","E02001883",2011,322,62,79,28,36,5,7,1,1,36,67,1549.3,7.1
"E33020212","E01009301","E02001883",2011,362,62,97,61,32,28,6,3,3,23,47,2736.9,9.4
"E33020212","E01009303","E02001883",2011,362,62,97,61,32,28,6,3,3,23,47,2736.9,9.4
"E33020213","E01009195","E02001884",2011,678,98,134,173,52,11,5,2,1,75,127,3147.1,6.6
"E33020213","E01009197","E02001884",2011,678,98,134,173,52,11,5,2,1,75,127,3147.1,6.6
"E33020214","E01009198","E02001884",2011,262,31,34,32,33,15,0,13,34,23,47,6854.4,35.7
"E33020215","E01033649","E02001884",2011,844,79,189,266,92,41,10,7,5,69,86,6076.6,8.8
"E33020215","E01033647","E02001884",2011,844,79,189,266,92,41,10,7,5,69,86,6076.6,8.8
"E33020216","E01009140","E02001886",2011,293,27,21,44,12,1,2,2,3,97,84,1228.7,11
"E33020216","E01009145","E02001886",2011,293,27,21,44,12,1,2,2,3,97,84,1228.7,11
"E33020217","E01009147","E02001886",2011,332,34,36,56,25,0,3,0,1,87,90,1103,7.1
"E33020217","E01009139","E02001886",2011,332,34,36,56,25,0,3,0,1,87,90,1103,7.1
"E33020217","E01009138","E02001886",2011,332,34,36,56,25,0,3,0,1,87,90,1103,7.1
"E33020218","E01009145","E02001886",2011,245,42,41,57,33,8,4,2,1,34,23,1625.9,8.6
"E33020218","E01009147","E02001886",2011,245,42,41,57,33,8,4,2,1,34,23,1625.9,8.6
"E33020219","E01009147","E02001886",2011,350,90,73,75,35,3,1,2,0,24,47,1587,5.7
"E33020219","E01009138","E02001886",2011,350,90,73,75,35,3,1,2,0,24,47,1587,5.7
"E33020220","E01009138","E02001886",2011,465,38,63,145,93,7,5,4,2,49,59,3385.7,9.5
"E33020220","E01009139","E02001886",2011,465,38,63,145,93,7,5,4,2,49,59,3385.7,9.5
"E33020221","E01009140","E02001886",2011,239,28,29,62,29,7,7,4,6,46,21,2124.2,12.3
"E33020222","E01009140","E02001886",2011,499,50,86,161,109,24,6,4,11,32,16,5982.2,13.3
"E33020223","E01009517","E02001888",2011,336,67,59,62,50,10,2,2,3,31,50,2276.2,8.9
"E33020223","E01009512","E02001888",2011,336,67,59,62,50,10,2,2,3,31,50,2276.2,8.9
"E33020224","E01009517","E02001888",2011,431,82,54,69,77,20,3,1,7,42,76,3218.7,10.3
"E33020224","E01009516","E02001888",2011,431,82,54,69,77,20,3,1,7,42,76,3218.7,10.3
"E33020224","E01009514","E02001888",2011,431,82,54,69,77,20,3,1,7,42,76,3218.7,10.3
"E33020225","E01009516","E02001888",2011,411,105,90,46,40,12,6,5,2,44,61,2321,7.6
"E33020225","E01009514","E02001888",2011,411,105,90,46,40,12,6,5,2,44,61,2321,7.6
"E33020226","E01033642","E02001889",2011,754,116,140,137,59,21,3,4,5,100,169,3723.1,7.7
"E33020226","E01009325","E02001889",2011,754,116,140,137,59,21,3,4,5,100,169,3723.1,7.7
"E33020226","E01009343","E02001889",2011,754,116,140,137,59,21,3,4,5,100,169,3723.1,7.7
"E33020226","E01009342","E02001889",2011,754,116,140,137,59,21,3,4,5,100,169,3723.1,7.7
"E33020227","E01009343","E02001889",2011,355,85,54,53,15,5,0,3,2,53,85,1263.6,5.8
"E33020227","E01009342","E02001889",2011,355,85,54,53,15,5,0,3,2,53,85,1263.6,5.8
"E33020228","E01008990","E02001890",2011,1037,42,137,271,256,66,40,26,72,67,60,18818.2,20.7
"E33020228","E01008991","E02001890",2011,1037,42,137,271,256,66,40,26,72,67,60,18818.2,20.7
"E33020228","E01008988","E02001890",2011,1037,42,137,271,256,66,40,26,72,67,60,18818.2,20.7
"E33020229","E01008989","E02001890",2011,405,46,86,92,41,13,2,2,7,80,36,2705.9,9.4
"E33020229","E01008991","E02001890",2011,405,46,86,92,41,13,2,2,7,80,36,2705.9,9.4
"E33020230","E01008990","E02001890",2011,1281,100,264,435,244,82,38,29,55,25,9,20012.2,16
"E33020231","E01008987","E02001890",2011,411,37,87,107,85,7,7,3,2,44,32,2922.5,8.7
"E33020231","E01008988","E02001890",2011,411,37,87,107,85,7,7,3,2,44,32,2922.5,8.7
"E33020232","E01008988","E02001890",2011,411,41,79,93,52,10,2,0,7,70,57,2897.4,10.2
"E33020232","E01008986","E02001890",2011,411,41,79,93,52,10,2,0,7,70,57,2897.4,10.2
"E33020233","E01008987","E02001890",2011,252,15,20,61,51,17,6,3,7,35,37,2543.5,14.1
"E33020234","E01008989","E02001890",2011,335,28,40,33,12,4,0,1,3,90,124,1138.9,9.4
"E33020234","E01008986","E02001890",2011,335,28,40,33,12,4,0,1,3,90,124,1138.9,9.4
"E33020235","E01009326","E02001892",2011,578,124,141,122,45,13,3,4,5,52,69,3142.9,6.9
"E33020235","E01008898","E02001892",2011,578,124,141,122,45,13,3,4,5,52,69,3142.9,6.9
"E33020236","E01009513","E02001892",2011,294,66,69,56,25,6,1,1,1,31,38,1311.2,5.8
"E33020237","E01008896","E02001892",2011,323,40,47,50,25,13,3,1,0,78,66,1309.8,7.3
"E33020237","E01009513","E02001892",2011,323,40,47,50,25,13,3,1,0,78,66,1309.8,7.3
"E33020237","E01009341","E02001892",2011,323,40,47,50,25,13,3,1,0,78,66,1309.8,7.3
"E33020238","E01008882","E02001892",2011,379,36,66,70,32,7,3,2,2,53,108,1869.1,8.6
"E33020238","E01008898","E02001892",2011,379,36,66,70,32,7,3,2,2,53,108,1869.1,8.6
"E33020239","E01009515","E02001893",2011,253,57,37,29,7,9,2,2,2,59,49,992.7,6.8
"E33020239","E01009518","E02001893",2011,253,57,37,29,7,9,2,2,2,59,49,992.7,6.8
"E33020240","E01008881","E02001893",2011,399,83,59,63,23,5,6,2,2,74,82,1777.8,7.3
"E33020240","E01008897","E02001893",2011,399,83,59,63,23,5,6,2,2,74,82,1777.8,7.3
"E33020241","E01008881","E02001893",2011,315,102,70,79,21,6,0,1,4,16,16,2028.2,7.2
"E33020242","E01009521","E02001893",2011,535,74,75,71,43,23,7,1,4,101,136,2830.9,9.5
"E33020242","E01009518","E02001893",2011,535,74,75,71,43,23,7,1,4,101,136,2830.9,9.5
"E33020243","E01009323","E02001895",2011,352,50,55,53,38,13,2,3,1,64,73,1729.8,8
"E33020243","E01009322","E02001895",2011,352,50,55,53,38,13,2,3,1,64,73,1729.8,8
"E33020243","E01009321","E02001895",2011,352,50,55,53,38,13,2,3,1,64,73,1729.8,8
"E33020244","E01009302","E02001895",2011,378,87,96,50,47,9,1,2,5,42,39,2392.1,8.1
"E33020245","E01009314","E02001895",2011,556,107,135,88,69,9,3,2,2,59,82,2711.5,6.5
"E33020245","E01009323","E02001895",2011,556,107,135,88,69,9,3,2,2,59,82,2711.5,6.5
"E33020245","E01009322","E02001895",2011,556,107,135,88,69,9,3,2,2,59,82,2711.5,6.5
"E33020246","E01009338","E02001896",2011,416,79,87,96,20,11,2,0,2,54,65,2241,7.5
"E33020246","E01009337","E02001896",2011,416,79,87,96,20,11,2,0,2,54,65,2241,7.5
"E33020247","E01009380","E02001896",2011,330,98,86,42,8,10,2,1,6,27,50,1884.5,7.4
"E33020248","E01009334","E02001896",2011,466,86,70,76,17,7,3,2,1,87,117,1478.3,5.6
"E33020248","E01009337","E02001896",2011,466,86,70,76,17,7,3,2,1,87,117,1478.3,5.6
"E33020248","E01009329","E02001896",2011,466,86,70,76,17,7,3,2,1,87,117,1478.3,5.6
"E33020249","E01009362","E02001897",2011,376,42,73,144,51,12,6,2,2,19,25,2897.3,8.7
"E33020250","E01009365","E02001897",2011,638,64,148,213,96,43,6,12,6,18,32,6009.3,10.2
"E33020250","E01009364","E02001897",2011,638,64,148,213,96,43,6,12,6,18,32,6009.3,10.2
"E33020251","E01009365","E02001897",2011,475,65,135,155,41,13,2,9,15,18,22,4951.4,11.4
"E33020252","E01009363","E02001897",2011,472,55,116,159,59,25,6,8,10,15,19,4643.6,10.6
"E33020253","E01009379","E02001897",2011,220,56,63,56,9,1,1,1,2,16,15,968.4,5.1
"E33020254","E01009363","E02001897",2011,227,29,54,57,18,14,1,0,3,25,26,1521.4,8.6
"E33020254","E01009379","E02001897",2011,227,29,54,57,18,14,1,0,3,25,26,1521.4,8.6
"E33020255","E01009362","E02001897",2011,500,83,110,178,53,20,9,6,3,22,16,3749.3,8.1
"E33020255","E01009364","E02001897",2011,500,83,110,178,53,20,9,6,3,22,16,3749.3,8.1
"E33020256","E01009312","E02001898",2011,333,75,30,27,15,5,0,0,1,80,100,746.6,4.9
"E33020256","E01009324","E02001898",2011,333,75,30,27,15,5,0,0,1,80,100,746.6,4.9
"E33020257","E01009312","E02001898",2011,386,41,18,15,10,2,0,0,0,142,158,377.6,4.4
"E33020257","E01009520","E02001898",2011,386,41,18,15,10,2,0,0,0,142,158,377.6,4.4
"E33020257","E01009519","E02001898",2011,386,41,18,15,10,2,0,0,0,142,158,377.6,4.4
"E33020258","E01009260","E02001899",2011,499,67,110,129,67,12,1,4,2,71,36,2893.8,7.4
"E33020258","E01009252","E02001899",2011,499,67,110,129,67,12,1,4,2,71,36,2893.8,7.4
"E33020259","E01009066","E02001899",2011,599,116,108,110,86,11,13,6,7,87,55,4141.8,9.1
"E33020260","E01009260","E02001899",2011,696,86,101,186,163,25,14,12,9,64,36,6791.5,11.4
"E33020260","E01009252","E02001899",2011,696,86,101,186,163,25,14,12,9,64,36,6791.5,11.4
"E33020261","E01009261","E02001899",2011,281,48,34,35,19,8,2,2,1,80,52,1085.6,7.3
"E33020262","E01009252","E02001899",2011,619,123,137,100,64,8,1,2,9,107,68,3572.2,8
"E33020262","E01009070","E02001899",2011,619,123,137,100,64,8,1,2,9,107,68,3572.2,8
"E33020263","E01008994","E02001900",2011,431,39,79,112,40,12,2,1,8,91,47,3022.4,10.3
"E33020263","E01008997","E02001900",2011,431,39,79,112,40,12,2,1,8,91,47,3022.4,10.3
"E33020264","E01008994","E02001900",2011,671,42,100,222,119,35,22,11,22,64,34,8214.6,14.3
"E33020265","E01008996","E02001900",2011,404,27,57,88,29,7,1,2,5,91,97,2152.7,10
"E33020265","E01008984","E02001900",2011,404,27,57,88,29,7,1,2,5,91,97,2152.7,10
"E33020266","E01009072","E02001901",2011,401,62,72,81,47,7,2,1,7,79,43,2594.3,9.3
"E33020267","E01009068","E02001901",2011,414,53,81,76,57,12,10,1,6,79,39,3137.5,10.6
"E33020267","E01009067","E02001901",2011,414,53,81,76,57,12,10,1,6,79,39,3137.5,10.6
"E33020268","E01009065","E02001901",2011,415,29,46,125,90,20,13,3,0,54,35,3431.2,10.5
"E33020268","E01009067","E02001901",2011,415,29,46,125,90,20,13,3,0,54,35,3431.2,10.5
"E33020268","E01009069","E02001901",2011,415,29,46,125,90,20,13,3,0,54,35,3431.2,10.5
"E33020269","E01009069","E02001901",2011,316,33,71,83,50,6,2,2,3,44,22,2311.6,9.2
"E33020270","E01009068","E02001901",2011,597,76,182,128,85,9,5,2,8,61,41,4101,8.3
"E33020270","E01009069","E02001901",2011,597,76,182,128,85,9,5,2,8,61,41,4101,8.3
"E33020271","E01009065","E02001901",2011,284,34,40,77,46,12,2,3,4,45,21,2364.9,10.8
"E33020272","E01009068","E02001901",2011,382,76,114,82,41,3,3,0,2,47,14,2054.6,6.4
"E33020273","E01008886","E02001902",2011,521,89,74,50,41,14,1,0,6,110,136,2424.7,8.8
"E33020273","E01008885","E02001902",2011,521,89,74,50,41,14,1,0,6,110,136,2424.7,8.8
"E33020273","E01008888","E02001902",2011,521,89,74,50,41,14,1,0,6,110,136,2424.7,8.8
"E33020274","E01008886","E02001902",2011,283,59,64,42,20,11,0,1,4,32,50,1558.8,7.8
"E33020274","E01008885","E02001902",2011,283,59,64,42,20,11,0,1,4,32,50,1558.8,7.8
"E33020275","E01009313","E02001902",2011,332,105,50,45,27,6,2,0,1,44,52,1245.9,5.3
"E33020276","E01009368","E02001903",2011,397,92,100,107,26,5,3,1,2,22,39,2035.4,6.1
"E33020276","E01009371","E02001903",2011,397,92,100,107,26,5,3,1,2,22,39,2035.4,6.1
"E33020277","E01009368","E02001903",2011,297,79,41,51,6,2,4,0,0,45,69,845.1,4.6
"E33020277","E01033650","E02001903",2011,297,79,41,51,6,2,4,0,0,45,69,845.1,4.6
"E33020278","E01033650","E02001903",2011,413,66,73,111,65,50,3,3,6,12,24,4137.8,11
"E33020279","E01009397","E02001903",2011,551,174,148,121,21,13,4,3,3,31,33,2810.4,5.8
"E33020280","E01009371","E02001903",2011,277,83,59,57,14,7,1,1,0,29,26,1122.2,5.1
"E33020281","E01008883","E02001904",2011,281,32,44,46,23,7,2,0,2,53,72,1163.4,7.5
"E33020281","E01008884","E02001904",2011,281,32,44,46,23,7,2,0,2,53,72,1163.4,7.5
"E33020282","E01008884","E02001904",2011,328,58,97,80,40,20,1,0,6,11,15,2413.3,8
"E33020283","E01008889","E02001904",2011,407,68,103,95,35,13,4,4,11,35,39,3886.9,11.7
"E33020284","E01008883","E02001904",2011,622,100,181,175,68,20,3,4,25,20,26,6761.6,11.7
"E33020284","E01008887","E02001904",2011,622,100,181,175,68,20,3,4,25,20,26,6761.6,11.7
"E33020285","E01008887","E02001904",2011,369,54,92,82,54,13,2,1,6,21,44,2717.6,8.9
"E33020286","E01008992","E02001905",2011,444,74,104,103,56,8,6,3,7,60,23,3355.9,9.3
"E33020287","E01009283","E02001905",2011,305,27,63,63,24,8,0,0,1,75,44,1309.2,7
"E33020288","E01008992","E02001905",2011,436,48,118,100,63,19,3,9,4,48,24,3564.3,9.8
"E33020288","E01033631","E02001905",2011,436,48,118,100,63,19,3,9,4,48,24,3564.3,9.8
"E33020289","E01033631","E02001905",2011,697,69,198,209,75,24,7,5,9,68,33,5461.1,9.2
"E33020290","E01008982","E02001905",2011,1031,65,196,378,188,38,16,13,14,71,52,10416.3,11.5
"E33020291","E01009249","E02001906",2011,263,61,65,35,23,2,2,1,2,41,31,1106,5.8
"E33020291","E01009251","E02001906",2011,263,61,65,35,23,2,2,1,2,41,31,1106,5.8
"E33020292","E01009250","E02001906",2011,305,54,47,46,52,10,6,5,10,48,27,2791.6,12.1
"E33020293","E01009249","E02001906",2011,282,49,43,18,20,1,0,1,1,72,77,973.1,7.3
"E33020293","E01009257","E02001906",2011,282,49,43,18,20,1,0,1,1,72,77,973.1,7.3
"E33020294","E01009253","E02001906",2011,423,110,100,91,61,7,3,0,0,33,18,2167.8,5.8
"E33020294","E01009250","E02001906",2011,423,110,100,91,61,7,3,0,0,33,18,2167.8,5.8
"E33020295","E01009253","E02001906",2011,364,83,64,35,38,9,3,1,5,74,52,1909.2,8
"E33020295","E01009251","E02001906",2011,364,83,64,35,38,9,3,1,5,74,52,1909.2,8
"E33020296","E01009255","E02001906",2011,288,72,26,29,28,7,1,3,0,59,63,1070.9,6.5
"E33020296","E01009257","E02001906",2011,288,72,26,29,28,7,1,3,0,59,63,1070.9,6.5
"E33020297","E01009315","E02001907",2011,645,99,175,146,85,16,4,3,2,48,67,3748.4,7.1
"E33020297","E01009317","E02001907",2011,645,99,175,146,85,16,4,3,2,48,67,3748.4,7.1
"E33020297","E01009318","E02001907",2011,645,99,175,146,85,16,4,3,2,48,67,3748.4,7.1
"E33020298","E01009316","E02001907",2011,575,57,75,108,88,54,17,15,24,66,71,7160.2,16.3
"E33020298","E01009315","E02001907",2011,575,57,75,108,88,54,17,15,24,66,71,7160.2,16.3
"E33020299","E01009319","E02001907",2011,393,72,52,49,25,6,0,0,1,93,95,1101.1,5.4
"E33020299","E01009320","E02001907",2011,393,72,52,49,25,6,0,0,1,93,95,1101.1,5.4
"E33020299","E01009315","E02001907",2011,393,72,52,49,25,6,0,0,1,93,95,1101.1,5.4
"E33020300","E01009319","E02001907",2011,359,35,29,31,35,27,8,12,23,69,90,5631.8,28.2
"E33020300","E01009320","E02001907",2011,359,35,29,31,35,27,8,12,23,69,90,5631.8,28.2
"E33020300","E01009318","E02001907",2011,359,35,29,31,35,27,8,12,23,69,90,5631.8,28.2
"E33020301","E01033643","E02001908",2011,368,34,64,78,34,7,0,4,4,49,94,2082.1,9.3
"E33020302","E01009373","E02001908",2011,431,86,82,69,13,6,1,1,2,57,114,1531.3,5.9
"E33020302","E01009372","E02001908",2011,431,86,82,69,13,6,1,1,2,57,114,1531.3,5.9
"E33020302","E01033643","E02001908",2011,431,86,82,69,13,6,1,1,2,57,114,1531.3,5.9
"E33020303","E01009396","E02001908",2011,229,69,57,45,10,6,0,2,0,17,23,936.3,5
"E33020304","E01009396","E02001908",2011,444,133,115,88,16,6,1,0,5,33,47,2066.8,5.7
"E33020305","E01009383","E02001909",2011,474,124,89,47,19,20,3,0,13,70,89,3015,9.6
"E33020305","E01009399","E02001909",2011,474,124,89,47,19,20,3,0,13,70,89,3015,9.6
"E33020306","E01009377","E02001909",2011,310,78,82,74,13,1,1,1,3,21,36,1647.3,6.5
"E33020306","E01009375","E02001909",2011,310,78,82,74,13,1,1,1,3,21,36,1647.3,6.5
"E33020307","E01009367","E02001909",2011,386,89,80,100,27,8,3,0,5,27,47,2339.2,7.5
"E33020307","E01009375","E02001909",2011,386,89,80,100,27,8,3,0,5,27,47,2339.2,7.5
"E33020308","E01009377","E02001909",2011,456,130,79,131,22,12,2,2,12,27,39,3528.1,9
"E33020308","E01009375","E02001909",2011,456,130,79,131,22,12,2,2,12,27,39,3528.1,9
"E33020309","E01033648","E02001910",2011,528,124,120,96,21,5,0,1,5,78,78,2268.3,6.1
"E33020309","E01009376","E02001910",2011,528,124,120,96,21,5,0,1,5,78,78,2268.3,6.1
"E33020310","E01009374","E02001910",2011,575,108,121,135,42,13,4,1,4,64,83,3198.6,7.5
"E33020310","E01009366","E02001910",2011,575,108,121,135,42,13,4,1,4,64,83,3198.6,7.5
"E33020310","E01009376","E02001910",2011,575,108,121,135,42,13,4,1,4,64,83,3198.6,7.5
"E33020311","E01009376","E02001910",2011,262,40,54,59,34,6,1,10,13,21,24,3602.8,16.6
"E33020312","E01009254","E02001911",2011,294,50,65,48,50,3,11,1,1,25,40,1985.2,8.7
"E33020312","E01009256","E02001911",2011,294,50,65,48,50,3,11,1,1,25,40,1985.2,8.7
"E33020313","E01009256","E02001911",2011,318,55,27,34,19,6,5,1,2,80,89,1198.9,8
"E33020313","E01009254","E02001911",2011,318,55,27,34,19,6,5,1,2,80,89,1198.9,8
"E33020313","E01009258","E02001911",2011,318,55,27,34,19,6,5,1,2,80,89,1198.9,8
"E33020314","E01009073","E02001911",2011,371,61,43,41,39,10,4,3,2,70,98,1805.6,8.9
"E33020314","E01009074","E02001911",2011,371,61,43,41,39,10,4,3,2,70,98,1805.6,8.9
"E33020314","E01009258","E02001911",2011,371,61,43,41,39,10,4,3,2,70,98,1805.6,8.9
"E33020315","E01033562","E02001913",2011,351,35,74,62,38,4,2,0,4,64,68,1901.2,8.7
"E33020315","E01009078","E02001913",2011,351,35,74,62,38,4,2,0,4,64,68,1901.2,8.7
"E33020316","E01009071","E02001913",2011,331,58,76,58,45,3,10,0,7,49,25,2276.3,8.9
"E33020317","E01033562","E02001913",2011,287,18,44,28,18,5,0,0,4,91,79,1224.7,10.5
"E33020317","E01009071","E02001913",2011,287,18,44,28,18,5,0,0,4,91,79,1224.7,10.5
"E33020317","E01009075","E02001913",2011,287,18,44,28,18,5,0,0,4,91,79,1224.7,10.5
"E33020318","E01009186","E02001914",2011,259,39,35,18,11,1,0,0,0,95,60,426.8,4.1
"E33020318","E01009183","E02001914",2011,259,39,35,18,11,1,0,0,0,95,60,426.8,4.1
"E33020319","E01033645","E02001914",2011,495,55,127,135,42,14,8,4,7,56,47,3656.5,9.3
"E33020319","E01009183","E02001914",2011,495,55,127,135,42,14,8,4,7,56,47,3656.5,9.3
"E33020320","E01009183","E02001914",2011,282,53,54,53,47,16,8,5,1,31,14,2238.2,9.4
"E33020320","E01009186","E02001914",2011,282,53,54,53,47,16,8,5,1,31,14,2238.2,9.4
"E33020321","E01033645","E02001914",2011,434,61,69,77,18,4,1,0,0,75,129,1186.6,5.2
"E33020322","E01008893","E02001915",2011,387,81,86,61,47,11,4,2,2,43,50,2066.3,7
"E33020322","E01008894","E02001915",2011,387,81,86,61,47,11,4,2,2,43,50,2066.3,7
"E33020323","E01008890","E02001915",2011,314,51,56,67,27,9,2,5,8,35,54,2768,12.3
"E33020323","E01008892","E02001915",2011,314,51,56,67,27,9,2,5,8,35,54,2768,12.3
"E33020324","E01008892","E02001915",2011,428,72,86,66,37,22,7,12,4,55,67,2940.7,9.6
"E33020324","E01008890","E02001915",2011,428,72,86,66,37,22,7,12,4,55,67,2940.7,9.6
"E33020324","E01008893","E02001915",2011,428,72,86,66,37,22,7,12,4,55,67,2940.7,9.6
"E33020325","E01008891","E02001915",2011,381,50,26,54,19,8,0,3,4,94,123,1609.5,9.8
"E33020325","E01008895","E02001915",2011,381,50,26,54,19,8,0,3,4,94,123,1609.5,9.8
"E33020326","E01008891","E02001915",2011,310,78,54,37,17,0,0,1,0,64,59,770.9,4.1
"E33020326","E01008893","E02001915",2011,310,78,54,37,17,0,0,1,0,64,59,770.9,4.1
"E33020326","E01008890","E02001915",2011,310,78,54,37,17,0,0,1,0,64,59,770.9,4.1
"E33020327","E01008894","E02001915",2011,751,252,216,146,74,9,7,1,3,19,24,4194.5,5.9
"E33020327","E01009015","E02001915",2011,751,252,216,146,74,9,7,1,3,19,24,4194.5,5.9
"E33020328","E01008894","E02001915",2011,382,50,91,69,42,13,6,0,1,55,55,2006.8,7.4
"E33020328","E01008895","E02001915",2011,382,50,91,69,42,13,6,0,1,55,55,2006.8,7.4
"E33020328","E01009015","E02001915",2011,382,50,91,69,42,13,6,0,1,55,55,2006.8,7.4
"E33020329","E01008894","E02001915",2011,539,176,125,130,44,22,2,3,7,18,12,4058.4,8
"E33020330","E01009029","E02001916",2011,452,130,111,90,38,9,4,4,1,34,31,2308,6
"E33020330","E01009018","E02001916",2011,452,130,111,90,38,9,4,4,1,34,31,2308,6
"E33020331","E01009014","E02001916",2011,512,50,140,103,69,35,5,6,18,41,45,5989.9,14.1
"E33020332","E01009018","E02001916",2011,244,45,41,37,26,3,3,3,0,51,35,1119.5,7.1
"E33020333","E01009026","E02001916",2011,343,48,61,71,35,17,2,0,2,32,75,1950.4,8.3
"E33020333","E01009028","E02001916",2011,343,48,61,71,35,17,2,0,2,32,75,1950.4,8.3
"E33020334","E01009028","E02001916",2011,540,181,140,90,27,7,0,3,1,35,56,2075.8,4.6
"E33020334","E01009029","E02001916",2011,540,181,140,90,27,7,0,3,1,35,56,2075.8,4.6
"E33020335","E01009385","E02001918",2011,231,43,52,40,11,1,2,0,0,51,31,727.1,4.9
"E33020336","E01009182","E02001918",2011,429,74,95,96,55,15,2,2,3,61,26,2725.6,8
"E33020336","E01009184","E02001918",2011,429,74,95,96,55,15,2,2,3,61,26,2725.6,8
"E33020337","E01009187","E02001918",2011,293,29,26,27,17,1,0,0,0,123,70,580.1,5.8
"E33020337","E01009188","E02001918",2011,293,29,26,27,17,1,0,0,0,123,70,580.1,5.8
"E33020338","E01009384","E02001918",2011,266,32,62,46,13,2,1,0,1,66,43,979.2,6.2
"E33020339","E01009182","E02001918",2011,264,31,58,52,20,5,2,0,6,39,51,2243.1,12.9
"E33020340","E01009384","E02001918",2011,420,94,130,101,28,8,2,0,6,33,18,2751.6,7.5
"E33020340","E01009385","E02001918",2011,420,94,130,101,28,8,2,0,6,33,18,2751.6,7.5
"E33020341","E01009188","E02001918",2011,490,81,132,136,40,4,3,1,1,52,40,2386.3,6
"E33020341","E01009184","E02001918",2011,490,81,132,136,40,4,3,1,1,52,40,2386.3,6
"E33020341","E01009187","E02001918",2011,490,81,132,136,40,4,3,1,1,52,40,2386.3,6
"E33020342","E01009184","E02001918",2011,234,44,52,58,26,5,2,3,2,29,13,1581.4,8.2
"E33020342","E01009187","E02001918",2011,234,44,52,58,26,5,2,3,2,29,13,1581.4,8.2
"E33020343","E01009389","E02001919",2011,341,16,21,22,8,0,0,1,1,146,126,450.9,6.5
