"wz11cd","lsoa11cd","msoa11cd","date","Area/Population Density: All usual residents; measures: Value","Area/Population Density: Area Hectares; measures: Value","Area/Population Density: Density (number of persons per hectare); measures: Value"
"E33020018","E01009434","E02001838",2011,367,155.26,2.4
"E33020019","E01009225","E02001839",2011,365,51.75,7.1
"E33020019","E01009223","E02001839",2011,365,51.75,7.1
"E33020019","E01009228","E02001839",2011,365,51.75,7.1
"E33020020","E01009227","E02001839",2011,328,40.45,8.1
"E33020020","E01009228","E02001839",2011,328,40.45,8.1
"E33020021","E01009223","E02001839",2011,254,18.88,13.5
"E33020022","E01009228","E02001839",2011,310,36.3,8.5
"E33020022","E01009225","E02001839",2011,310,36.3,8.5
"E33020023","E01009129","E02001840",2011,305,40.59,7.5
"E33020023","E01009132","E02001840",2011,305,40.59,7.5
"E33020024","E01009121","E02001840",2011,245,33.78,7.3
"E33020025","E01009122","E02001840",2011,353,22.26,15.9
"E33020026","E01009136","E02001840",2011,376,38.18,9.8
"E33020026","E01009132","E02001840",2011,376,38.18,9.8
"E33020027","E01009121","E02001840",2011,274,20.17,13.6
"E33020028","E01009463","E02001841",2011,245,70.67,3.5
"E33020028","E01009457","E02001841",2011,245,70.67,3.5
"E33020029","E01009463","E02001841",2011,274,38.93,7
"E33020029","E01009459","E02001841",2011,274,38.93,7
"E33020030","E01009461","E02001841",2011,318,86.97,3.7
"E33020030","E01009463","E02001841",2011,318,86.97,3.7
"E33020031","E01009459","E02001841",2011,323,33.93,9.5
"E33020031","E01009457","E02001841",2011,323,33.93,9.5
"E33020032","E01009245","E02001842",2011,299,48.45,6.2
"E33020032","E01009246","E02001842",2011,299,48.45,6.2
"E33020032","E01009235","E02001842",2011,299,48.45,6.2
"E33020033","E01009247","E02001842",2011,295,37.75,7.8
"E33020033","E01009246","E02001842",2011,295,37.75,7.8
"E33020033","E01009243","E02001842",2011,295,37.75,7.8
"E33020034","E01009245","E02001842",2011,348,55.47,6.3
"E33020034","E01009243","E02001842",2011,348,55.47,6.3
"E33020035","E01009230","E02001843",2011,250,9.98,25.1
"E33020035","E01009229","E02001843",2011,250,9.98,25.1
"E33020036","E01009229","E02001843",2011,365,42.18,8.7
"E33020036","E01009231","E02001843",2011,365,42.18,8.7
"E33020036","E01009230","E02001843",2011,365,42.18,8.7
"E33020037","E01009231","E02001843",2011,322,21.03,15.3
"E33020038","E01009230","E02001843",2011,648,27,24
"E33020038","E01009226","E02001843",2011,648,27,24
"E33020038","E01009229","E02001843",2011,648,27,24
"E33020039","E01009226","E02001843",2011,317,25.03,12.7
"E33020040","E01009462","E02001844",2011,487,10.6,45.9
"E33020041","E01009003","E02001844",2011,465,16.43,28.3
"E33020042","E01009003","E02001844",2011,493,18.22,27.1
"E33020043","E01009458","E02001844",2011,284,29.05,9.8
"E33020043","E01009460","E02001844",2011,284,29.05,9.8
"E33020044","E01009456","E02001844",2011,344,44.99,7.6
"E33020044","E01009458","E02001844",2011,344,44.99,7.6
"E33020044","E01009460","E02001844",2011,344,44.99,7.6
"E33020045","E01009001","E02001844",2011,475,42.81,11.1
"E33020045","E01009460","E02001844",2011,475,42.81,11.1
"E33020046","E01009462","E02001844",2011,306,22.78,13.4
"E33020047","E01009236","E02001845",2011,304,45.24,6.7
"E33020047","E01009234","E02001845",2011,304,45.24,6.7
"E33020047","E01009244","E02001845",2011,304,45.24,6.7
"E33020048","E01009244","E02001845",2011,695,38.78,17.9
"E33020048","E01009248","E02001845",2011,695,38.78,17.9
"E33020049","E01009234","E02001845",2011,347,31.19,11.1
"E33020049","E01009248","E02001845",2011,347,31.19,11.1
"E33020049","E01009244","E02001845",2011,347,31.19,11.1
"E33020050","E01009405","E02001846",2011,297,46.9,6.3
"E33020050","E01009406","E02001846",2011,297,46.9,6.3
"E33020051","E01009407","E02001846",2011,358,30.7,11.7
"E33020051","E01009405","E02001846",2011,358,30.7,11.7
"E33020052","E01009403","E02001846",2011,387,53.13,7.3
"E33020052","E01009406","E02001846",2011,387,53.13,7.3
"E33020052","E01009404","E02001846",2011,387,53.13,7.3
"E33020053","E01009439","E02001847",2011,301,108.49,2.8
"E33020053","E01009442","E02001847",2011,301,108.49,2.8
"E33020054","E01009441","E02001847",2011,340,86.53,3.9
"E33020055","E01009443","E02001847",2011,579,59.19,9.8
"E33020055","E01009442","E02001847",2011,579,59.19,9.8
"E33020056","E01009123","E02001848",2011,449,49.7,9
"E33020057","E01009124","E02001848",2011,303,49.26,6.2
"E33020057","E01009125","E02001848",2011,303,49.26,6.2
"E33020057","E01009123","E02001848",2011,303,49.26,6.2
"E33020058","E01009232","E02001848",2011,549,23.16,23.7
"E33020059","E01033632","E02001849",2011,309,24.85,12.4
"E33020059","E01009007","E02001849",2011,309,24.85,12.4
"E33020060","E01009002","E02001849",2011,293,47.52,6.2
"E33020060","E01009006","E02001849",2011,293,47.52,6.2
"E33020060","E01009007","E02001849",2011,293,47.52,6.2
"E33020061","E01033632","E02001849",2011,335,27.39,12.2
"E33020062","E01009007","E02001849",2011,335,10.53,31.8
"E33020062","E01009006","E02001849",2011,335,10.53,31.8
"E33020063","E01009237","E02001850",2011,339,29.84,11.4
"E33020063","E01009240","E02001850",2011,339,29.84,11.4
"E33020064","E01009237","E02001850",2011,320,29.88,10.7
"E33020064","E01009238","E02001850",2011,320,29.88,10.7
"E33020065","E01009238","E02001850",2011,647,61.27,10.6
"E33020065","E01009241","E02001850",2011,647,61.27,10.6
"E33020065","E01009240","E02001850",2011,647,61.27,10.6
"E33020066","E01009242","E02001850",2011,483,45.56,10.6
"E33020066","E01009241","E02001850",2011,483,45.56,10.6
"E33020067","E01009100","E02001851",2011,449,83.51,5.4
"E33020067","E01009098","E02001851",2011,449,83.51,5.4
"E33020067","E01009105","E02001851",2011,449,83.51,5.4
"E33020068","E01009005","E02001851",2011,362,53.79,6.7
"E33020068","E01009009","E02001851",2011,362,53.79,6.7
"E33020068","E01009100","E02001851",2011,362,53.79,6.7
"E33020069","E01009105","E02001851",2011,495,31.68,15.6
"E33020070","E01009100","E02001851",2011,452,30.62,14.8
"E33020070","E01009098","E02001851",2011,452,30.62,14.8
"E33020071","E01009409","E02001852",2011,293,28.89,10.1
"E33020071","E01009408","E02001852",2011,293,28.89,10.1
"E33020072","E01009408","E02001852",2011,386,14.19,27.2
"E33020072","E01009410","E02001852",2011,386,14.19,27.2
"E33020073","E01009410","E02001852",2011,777,22.81,34.1
"E33020074","E01009410","E02001852",2011,463,53.46,8.7
"E33020074","E01009408","E02001852",2011,463,53.46,8.7
"E33020074","E01009126","E02001852",2011,463,53.46,8.7
"E33020075","E01009011","E02001854",2011,309,41.65,7.4
"E33020076","E01009008","E02001854",2011,310,50.91,6.1
"E33020076","E01009012","E02001854",2011,310,50.91,6.1
"E33020076","E01009011","E02001854",2011,310,50.91,6.1
"E33020077","E01009104","E02001854",2011,575,34.52,16.7
"E33020077","E01009102","E02001854",2011,575,34.52,16.7
"E33020078","E01009012","E02001854",2011,269,33.82,8
"E33020078","E01009102","E02001854",2011,269,33.82,8
"E33020079","E01009099","E02001855",2011,366,21.82,16.8
"E33020079","E01009097","E02001855",2011,366,21.82,16.8
"E33020080","E01009096","E02001855",2011,261,40.6,6.4
"E33020081","E01009103","E02001855",2011,380,44.3,8.6
"E33020081","E01009097","E02001855",2011,380,44.3,8.6
"E33020082","E01009106","E02001855",2011,929,78,11.9
"E33020082","E01009097","E02001855",2011,929,78,11.9
"E33020083","E01009101","E02001855",2011,675,32.01,21.1
"E33020083","E01009099","E02001855",2011,675,32.01,21.1
"E33020084","E01009411","E02001856",2011,675,74.02,9.1
"E33020084","E01009414","E02001856",2011,675,74.02,9.1
"E33020084","E01008915","E02001856",2011,675,74.02,9.1
"E33020085","E01009413","E02001856",2011,282,28.49,9.9
"E33020085","E01009412","E02001856",2011,282,28.49,9.9
"E33020085","E01009414","E02001856",2011,282,28.49,9.9
"E33020086","E01008915","E02001856",2011,567,32.86,17.3
"E33020087","E01009414","E02001856",2011,450,57.48,7.8
"E33020087","E01009413","E02001856",2011,450,57.48,7.8
"E33020088","E01008999","E02001857",2011,246,27.51,8.9
"E33020088","E01009000","E02001857",2011,246,27.51,8.9
"E33020089","E01033646","E02001857",2011,307,18.04,17
"E33020089","E01009000","E02001857",2011,307,18.04,17
"E33020090","E01033646","E02001857",2011,403,21.48,18.8
"E33020091","E01008998","E02001857",2011,395,24.91,15.9
"E33020092","E01009000","E02001857",2011,320,36.11,8.9
"E33020092","E01008999","E02001857",2011,320,36.11,8.9
"E33020092","E01009400","E02001857",2011,320,36.11,8.9
"E33020093","E01009013","E02001857",2011,290,22.19,13.1
"E33020094","E01033630","E02001857",2011,369,14.9,24.8
"E33020095","E01009013","E02001857",2011,570,12.95,44
"E33020096","E01009401","E02001857",2011,501,44.84,11.2
"E33020097","E01009056","E02001858",2011,273,62.72,4.4
"E33020098","E01009263","E02001858",2011,307,40.13,7.7
"E33020098","E01009049","E02001858",2011,307,40.13,7.7
"E33020099","E01009264","E02001858",2011,402,35.56,11.3
"E33020099","E01009265","E02001858",2011,402,35.56,11.3
"E33020100","E01009263","E02001858",2011,352,25.51,13.8
"E33020100","E01009265","E02001858",2011,352,25.51,13.8
"E33020101","E01009058","E02001859",2011,326,23.62,13.8
"E33020101","E01009054","E02001859",2011,326,23.62,13.8
"E33020101","E01009061","E02001859",2011,326,23.62,13.8
"E33020102","E01009054","E02001859",2011,499,20.85,23.9
"E33020102","E01009058","E02001859",2011,499,20.85,23.9
"E33020102","E01009051","E02001859",2011,499,20.85,23.9
"E33020103","E01009058","E02001859",2011,486,18.07,26.9
"E33020103","E01009053","E02001859",2011,486,18.07,26.9
"E33020104","E01009239","E02001859",2011,412,26.06,15.8
"E33020105","E01009051","E02001859",2011,393,19.45,20.2
"E33020105","E01009054","E02001859",2011,393,19.45,20.2
"E33020106","E01009273","E02001860",2011,331,33.52,9.9
"E33020106","E01009271","E02001860",2011,331,33.52,9.9
"E33020106","E01009269","E02001860",2011,331,33.52,9.9
"E33020106","E01009270","E02001860",2011,331,33.52,9.9
"E33020107","E01009266","E02001860",2011,418,42.16,9.9
"E33020107","E01009269","E02001860",2011,418,42.16,9.9
"E33020107","E01009271","E02001860",2011,418,42.16,9.9
"E33020108","E01009270","E02001860",2011,373,23.49,15.9
"E33020108","E01009266","E02001860",2011,373,23.49,15.9
"E33020109","E01009057","E02001861",2011,292,22.57,12.9
"E33020109","E01009059","E02001861",2011,292,22.57,12.9
"E33020110","E01033621","E02001861",2011,262,21.03,12.5
"E33020111","E01033621","E02001861",2011,258,17.7,14.6
"E33020112","E01009059","E02001861",2011,293,17.87,16.4
"E33020112","E01009060","E02001861",2011,293,17.87,16.4
"E33020113","E01009050","E02001861",2011,477,37.67,12.7
"E33020113","E01009057","E02001861",2011,477,37.67,12.7
"E33020114","E01009349","E02001862",2011,412,27.89,14.8
"E33020114","E01009351","E02001862",2011,412,27.89,14.8
"E33020115","E01009349","E02001862",2011,337,12.13,27.8
"E33020115","E01009351","E02001862",2011,337,12.13,27.8
"E33020115","E01009274","E02001862",2011,337,12.13,27.8
"E33020116","E01009274","E02001862",2011,297,15.04,19.7
"E33020117","E01009272","E02001862",2011,279,81.88,3.4
"E33020117","E01009268","E02001862",2011,279,81.88,3.4
"E33020118","E01009351","E02001862",2011,428,24.91,17.2
"E33020118","E01009354","E02001862",2011,428,24.91,17.2
"E33020119","E01009272","E02001862",2011,300,40.53,7.4
"E33020119","E01009274","E02001862",2011,300,40.53,7.4
"E33020120","E01008916","E02001863",2011,224,16.38,13.7
"E33020121","E01008901","E02001863",2011,220,9.32,23.6
"E33020122","E01033636","E02001863",2011,306,11.75,26
"E33020123","E01008899","E02001863",2011,427,25.34,16.9
"E33020123","E01008916","E02001863",2011,427,25.34,16.9
"E33020124","E01008901","E02001863",2011,312,18.2,17.1
"E33020124","E01033636","E02001863",2011,312,18.2,17.1
"E33020125","E01009081","E02001864",2011,613,94.85,6.5
"E33020125","E01009083","E02001864",2011,613,94.85,6.5
"E33020125","E01009080","E02001864",2011,613,94.85,6.5
"E33020125","E01009079","E02001864",2011,613,94.85,6.5
"E33020126","E01033635","E02001865",2011,396,30.69,12.9
"E33020127","E01009350","E02001865",2011,279,13.63,20.5
"E33020127","E01009275","E02001865",2011,279,13.63,20.5
"E33020128","E01009352","E02001865",2011,373,17.51,21.3
"E33020128","E01009353","E02001865",2011,373,17.51,21.3
"E33020129","E01009355","E02001865",2011,360,21.94,16.4
"E33020129","E01009352","E02001865",2011,360,21.94,16.4
"E33020130","E01009275","E02001865",2011,461,14.13,32.6
"E33020131","E01009355","E02001865",2011,596,14.96,39.8
"E33020132","E01008907","E02001866",2011,337,18.75,18
"E33020132","E01009048","E02001866",2011,337,18.75,18
"E33020133","E01008905","E02001866",2011,391,15.7,24.9
"E33020133","E01008907","E02001866",2011,391,15.7,24.9
"E33020134","E01009047","E02001866",2011,259,26.3,9.8
"E33020134","E01009048","E02001866",2011,259,26.3,9.8
"E33020135","E01009048","E02001866",2011,458,7.43,61.6
"E33020135","E01009047","E02001866",2011,458,7.43,61.6
"E33020136","E01009047","E02001866",2011,326,17.95,18.2
"E33020136","E01009062","E02001866",2011,326,17.95,18.2
"E33020137","E01008909","E02001867",2011,282,17.64,16
"E33020138","E01033637","E02001867",2011,338,25.02,13.5
"E33020139","E01033628","E02001867",2011,399,17.07,23.4
"E33020139","E01033637","E02001867",2011,399,17.07,23.4
"E33020140","E01033628","E02001867",2011,230,9.79,23.5
"E33020141","E01008909","E02001867",2011,505,22.23,22.7
"E33020141","E01033628","E02001867",2011,505,22.23,22.7
"E33020141","E01033637","E02001867",2011,505,22.23,22.7
"E33020142","E01009087","E02001868",2011,252,34.25,7.4
"E33020142","E01009089","E02001868",2011,252,34.25,7.4
"E33020143","E01009090","E02001868",2011,316,58.99,5.4
"E33020143","E01009089","E02001868",2011,316,58.99,5.4
"E33020144","E01009090","E02001868",2011,510,28.61,17.8
"E33020144","E01009085","E02001868",2011,510,28.61,17.8
"E33020145","E01009090","E02001868",2011,400,55.35,7.2
"E33020145","E01009084","E02001868",2011,400,55.35,7.2
"E33020145","E01009085","E02001868",2011,400,55.35,7.2
"E33020146","E01009203","E02001869",2011,333,23.58,14.1
"E33020146","E01009201","E02001869",2011,333,23.58,14.1
"E33020147","E01009201","E02001869",2011,335,20.87,16.1
"E33020147","E01009202","E02001869",2011,335,20.87,16.1
"E33020148","E01009481","E02001870",2011,278,18.26,15.2
"E33020148","E01009487","E02001870",2011,278,18.26,15.2
"E33020149","E01009487","E02001870",2011,339,20.71,16.4
"E33020149","E01009486","E02001870",2011,339,20.71,16.4
"E33020150","E01009082","E02001870",2011,666,53.43,12.5
"E33020150","E01009086","E02001870",2011,666,53.43,12.5
"E33020151","E01009086","E02001870",2011,332,28.4,11.7
"E33020152","E01009481","E02001870",2011,232,12.13,19.1
"E33020153","E01009486","E02001870",2011,533,42.93,12.4
"E33020153","E01009480","E02001870",2011,533,42.93,12.4
"E33020154","E01009091","E02001871",2011,358,70.68,5.1
"E33020154","E01009088","E02001871",2011,358,70.68,5.1
"E33020154","E01009305","E02001871",2011,358,70.68,5.1
"E33020154","E01009307","E02001871",2011,358,70.68,5.1
"E33020155","E01009091","E02001871",2011,429,96.22,4.5
"E33020155","E01009305","E02001871",2011,429,96.22,4.5
"E33020155","E01009307","E02001871",2011,429,96.22,4.5
"E33020155","E01009309","E02001871",2011,429,96.22,4.5
"E33020156","E01009310","E02001872",2011,327,54.52,6
"E33020156","E01009308","E02001872",2011,327,54.52,6
"E33020156","E01009306","E02001872",2011,327,54.52,6
"E33020157","E01009306","E02001872",2011,352,68.46,5.1
"E33020157","E01009310","E02001872",2011,352,68.46,5.1
"E33020157","E01009304","E02001872",2011,352,68.46,5.1
"E33020158","E01009304","E02001872",2011,459,28.52,16.1
"E33020158","E01009310","E02001872",2011,459,28.52,16.1
"E33020159","E01009358","E02001873",2011,494,12.2,40.5
"E33020159","E01009359","E02001873",2011,494,12.2,40.5
"E33020160","E01009359","E02001873",2011,600,21.4,28
"E33020161","E01009348","E02001873",2011,687,37.51,18.3
"E33020161","E01009360","E02001873",2011,687,37.51,18.3
"E33020162","E01009361","E02001873",2011,473,38.78,12.2
"E33020162","E01009360","E02001873",2011,473,38.78,12.2
"E33020163","E01009358","E02001873",2011,417,29.41,14.2
"E33020164","E01009348","E02001873",2011,4642,44.49,104.3
"E33020165","E01009484","E02001874",2011,519,38.84,13.4
"E33020165","E01009485","E02001874",2011,519,38.84,13.4
"E33020166","E01009482","E02001874",2011,475,47.42,10
"E33020166","E01009479","E02001874",2011,475,47.42,10
"E33020167","E01009478","E02001874",2011,541,67.29,8
"E33020167","E01009479","E02001874",2011,541,67.29,8
"E33020167","E01009484","E02001874",2011,541,67.29,8
"E33020168","E01009347","E02001875",2011,239,13.4,17.8
"E33020169","E01033559","E02001875",2011,307,5.27,58.3
"E33020170","E01009347","E02001875",2011,493,23.89,20.6
"E33020171","E01033638","E02001875",2011,416,25.17,16.5
"E33020171","E01008906","E02001875",2011,416,25.17,16.5
"E33020172","E01033638","E02001875",2011,664,36.51,18.2
"E33020172","E01033559","E02001875",2011,664,36.51,18.2
"E33020172","E01008911","E02001875",2011,664,36.51,18.2
"E33020173","E01008913","E02001876",2011,225,8.1,27.8
"E33020174","E01008913","E02001876",2011,399,11.87,33.6
"E33020175","E01008914","E02001876",2011,466,12.42,37.5
"E33020176","E01008910","E02001876",2011,1790,30.99,57.8
"E33020177","E01033617","E02001876",2011,759,4.52,167.9
"E33020177","E01008914","E02001876",2011,759,4.52,167.9
"E33020178","E01008914","E02001876",2011,313,11.49,27.2
"E33020179","E01033561","E02001876",2011,1008,18.24,55.3
"E33020180","E01008914","E02001876",2011,1101,10.41,105.8
"E33020181","E01009194","E02001877",2011,393,12.2,32.2
"E33020182","E01009489","E02001877",2011,498,12.05,41.3
"E33020183","E01009194","E02001877",2011,277,17.19,16.1
"E33020183","E01009491","E02001877",2011,277,17.19,16.1
"E33020184","E01009483","E02001877",2011,282,11.45,24.6
"E33020184","E01009489","E02001877",2011,282,11.45,24.6
"E33020185","E01009488","E02001877",2011,307,32.47,9.5
"E33020185","E01009491","E02001877",2011,307,32.47,9.5
"E33020186","E01009199","E02001878",2011,643,38.01,16.9
"E33020187","E01009192","E02001878",2011,318,8.82,36.1
"E33020188","E01033644","E02001878",2011,466,23.61,19.7
"E33020189","E01009192","E02001878",2011,268,13.73,19.5
"E33020189","E01033644","E02001878",2011,268,13.73,19.5
"E33020190","E01009204","E02001878",2011,474,25.26,18.8
"E33020191","E01009346","E02001879",2011,432,22,19.6
"E33020191","E01009345","E02001879",2011,432,22,19.6
"E33020192","E01009345","E02001879",2011,579,20.94,27.7
"E33020193","E01009153","E02001879",2011,380,34.69,11
"E33020194","E01009152","E02001879",2011,421,37.7,11.2
"E33020194","E01009153","E02001879",2011,421,37.7,11.2
"E33020195","E01009152","E02001879",2011,360,20.31,17.7
"E33020195","E01009151","E02001879",2011,360,20.31,17.7
"E33020196","E01009311","E02001880",2011,293,45.98,6.4
"E33020196","E01009298","E02001880",2011,293,45.98,6.4
"E33020196","E01009094","E02001880",2011,293,45.98,6.4
"E33020196","E01009093","E02001880",2011,293,45.98,6.4
"E33020197","E01009092","E02001880",2011,336,44.88,7.5
"E33020197","E01009094","E02001880",2011,336,44.88,7.5
"E33020197","E01009093","E02001880",2011,336,44.88,7.5
"E33020198","E01009511","E02001880",2011,527,42.88,12.3
"E33020198","E01009298","E02001880",2011,527,42.88,12.3
"E33020199","E01009477","E02001881",2011,318,43.26,7.4
"E33020199","E01009492","E02001881",2011,318,43.26,7.4
"E33020199","E01009475","E02001881",2011,318,43.26,7.4
"E33020200","E01009476","E02001881",2011,546,22.4,24.4
"E33020201","E01009490","E02001881",2011,415,40.29,10.3
"E33020202","E01009476","E02001881",2011,400,41.86,9.6
"E33020202","E01009475","E02001881",2011,400,41.86,9.6
"E33020202","E01009477","E02001881",2011,400,41.86,9.6
"E33020203","E01009095","E02001882",2011,566,35.35,16
"E33020204","E01009508","E02001882",2011,620,38,16.3
"E33020204","E01009510","E02001882",2011,620,38,16.3
"E33020204","E01009509","E02001882",2011,620,38,16.3
"E33020205","E01009507","E02001882",2011,385,35.65,10.8
"E33020205","E01009509","E02001882",2011,385,35.65,10.8
"E33020206","E01009507","E02001882",2011,607,20.4,29.8
"E33020206","E01009095","E02001882",2011,607,20.4,29.8
"E33020207","E01009510","E02001882",2011,284,26.9,10.6
"E33020207","E01009509","E02001882",2011,284,26.9,10.6
"E33020208","E01009300","E02001883",2011,487,39.98,12.2
"E33020209","E01009301","E02001883",2011,336,32.52,10.3
"E33020209","E01009300","E02001883",2011,336,32.52,10.3
"E33020209","E01009297","E02001883",2011,336,32.52,10.3
"E33020209","E01009303","E02001883",2011,336,32.52,10.3
"E33020210","E01009297","E02001883",2011,340,76.24,4.5
"E33020210","E01009300","E02001883",2011,340,76.24,4.5
"E33020211","E01009299","E02001883",2011,322,31.94,10.1
"E33020211","E01009303","E02001883",2011,322,31.94,10.1
"E33020212","E01009301","E02001883",2011,362,41.84,8.7
"E33020212","E01009303","E02001883",2011,362,41.84,8.7
"E33020213","E01009195","E02001884",2011,678,47.07,14.4
"E33020213","E01009197","E02001884",2011,678,47.07,14.4
"E33020214","E01009198","E02001884",2011,262,14.11,18.6
"E33020215","E01033649","E02001884",2011,844,29.28,28.8
"E33020215","E01033647","E02001884",2011,844,29.28,28.8
"E33020216","E01009140","E02001886",2011,293,41.86,7
"E33020216","E01009145","E02001886",2011,293,41.86,7
"E33020217","E01009147","E02001886",2011,332,34.01,9.8
"E33020217","E01009139","E02001886",2011,332,34.01,9.8
"E33020217","E01009138","E02001886",2011,332,34.01,9.8
"E33020218","E01009145","E02001886",2011,245,8.22,29.8
"E33020218","E01009147","E02001886",2011,245,8.22,29.8
"E33020219","E01009147","E02001886",2011,350,23.53,14.9
"E33020219","E01009138","E02001886",2011,350,23.53,14.9
"E33020220","E01009138","E02001886",2011,465,21.81,21.3
"E33020220","E01009139","E02001886",2011,465,21.81,21.3
"E33020221","E01009140","E02001886",2011,239,48.22,5
"E33020222","E01009140","E02001886",2011,499,22.59,22.1
"E33020223","E01009517","E02001888",2011,336,45.26,7.4
"E33020223","E01009512","E02001888",2011,336,45.26,7.4
"E33020224","E01009517","E02001888",2011,431,39.49,10.9
"E33020224","E01009516","E02001888",2011,431,39.49,10.9
"E33020224","E01009514","E02001888",2011,431,39.49,10.9
"E33020225","E01009516","E02001888",2011,411,39.83,10.3
"E33020225","E01009514","E02001888",2011,411,39.83,10.3
"E33020226","E01033642","E02001889",2011,754,49.07,15.4
"E33020226","E01009325","E02001889",2011,754,49.07,15.4
"E33020226","E01009343","E02001889",2011,754,49.07,15.4
"E33020226","E01009342","E02001889",2011,754,49.07,15.4
"E33020227","E01009343","E02001889",2011,355,23.44,15.1
"E33020227","E01009342","E02001889",2011,355,23.44,15.1
"E33020228","E01008990","E02001890",2011,1037,39.5,26.3
"E33020228","E01008991","E02001890",2011,1037,39.5,26.3
"E33020228","E01008988","E02001890",2011,1037,39.5,26.3
"E33020229","E01008989","E02001890",2011,405,44.26,9.2
"E33020229","E01008991","E02001890",2011,405,44.26,9.2
"E33020230","E01008990","E02001890",2011,1281,38.31,33.4
"E33020231","E01008987","E02001890",2011,411,18.83,21.8
"E33020231","E01008988","E02001890",2011,411,18.83,21.8
"E33020232","E01008988","E02001890",2011,411,24.94,16.5
"E33020232","E01008986","E02001890",2011,411,24.94,16.5
"E33020233","E01008987","E02001890",2011,252,11.31,22.3
"E33020234","E01008989","E02001890",2011,335,28.66,11.7
"E33020234","E01008986","E02001890",2011,335,28.66,11.7
"E33020235","E01009326","E02001892",2011,578,54.07,10.7
"E33020235","E01008898","E02001892",2011,578,54.07,10.7
"E33020236","E01009513","E02001892",2011,294,29.34,10
"E33020237","E01008896","E02001892",2011,323,66.75,4.8
"E33020237","E01009513","E02001892",2011,323,66.75,4.8
"E33020237","E01009341","E02001892",2011,323,66.75,4.8
"E33020238","E01008882","E02001892",2011,379,39.35,9.6
"E33020238","E01008898","E02001892",2011,379,39.35,9.6
"E33020239","E01009515","E02001893",2011,253,41.75,6.1
"E33020239","E01009518","E02001893",2011,253,41.75,6.1
"E33020240","E01008881","E02001893",2011,399,39.96,10
"E33020240","E01008897","E02001893",2011,399,39.96,10
"E33020241","E01008881","E02001893",2011,315,22.52,14
"E33020242","E01009521","E02001893",2011,535,56.5,9.5
"E33020242","E01009518","E02001893",2011,535,56.5,9.5
"E33020243","E01009323","E02001895",2011,352,77.46,4.5
"E33020243","E01009322","E02001895",2011,352,77.46,4.5
"E33020243","E01009321","E02001895",2011,352,77.46,4.5
"E33020244","E01009302","E02001895",2011,378,37.58,10.1
"E33020245","E01009314","E02001895",2011,556,50.17,11.1
"E33020245","E01009323","E02001895",2011,556,50.17,11.1
"E33020245","E01009322","E02001895",2011,556,50.17,11.1
"E33020246","E01009338","E02001896",2011,416,37.59,11.1
"E33020246","E01009337","E02001896",2011,416,37.59,11.1
"E33020247","E01009380","E02001896",2011,330,10.7,30.8
"E33020248","E01009334","E02001896",2011,466,28.04,16.6
"E33020248","E01009337","E02001896",2011,466,28.04,16.6
"E33020248","E01009329","E02001896",2011,466,28.04,16.6
"E33020249","E01009362","E02001897",2011,376,14.64,25.7
"E33020250","E01009365","E02001897",2011,638,26.49,24.1
"E33020250","E01009364","E02001897",2011,638,26.49,24.1
"E33020251","E01009365","E02001897",2011,475,13.29,35.7
"E33020252","E01009363","E02001897",2011,472,46.9,10.1
"E33020253","E01009379","E02001897",2011,220,10.95,20.1
"E33020254","E01009363","E02001897",2011,227,21.95,10.3
"E33020254","E01009379","E02001897",2011,227,21.95,10.3
"E33020255","E01009362","E02001897",2011,500,12.47,40.1
"E33020255","E01009364","E02001897",2011,500,12.47,40.1
"E33020256","E01009312","E02001898",2011,333,44.4,7.5
"E33020256","E01009324","E02001898",2011,333,44.4,7.5
"E33020257","E01009312","E02001898",2011,386,65.6,5.9
"E33020257","E01009520","E02001898",2011,386,65.6,5.9
"E33020257","E01009519","E02001898",2011,386,65.6,5.9
"E33020258","E01009260","E02001899",2011,499,44.98,11.1
"E33020258","E01009252","E02001899",2011,499,44.98,11.1
"E33020259","E01009066","E02001899",2011,599,66.43,9
"E33020260","E01009260","E02001899",2011,696,36.55,19
"E33020260","E01009252","E02001899",2011,696,36.55,19
"E33020261","E01009261","E02001899",2011,281,35.48,7.9
"E33020262","E01009252","E02001899",2011,619,46.63,13.3
"E33020262","E01009070","E02001899",2011,619,46.63,13.3
"E33020263","E01008994","E02001900",2011,431,66.25,6.5
"E33020263","E01008997","E02001900",2011,431,66.25,6.5
"E33020264","E01008994","E02001900",2011,671,29.3,22.9
"E33020265","E01008996","E02001900",2011,404,50.31,8
"E33020265","E01008984","E02001900",2011,404,50.31,8
"E33020266","E01009072","E02001901",2011,401,33.86,11.8
"E33020267","E01009068","E02001901",2011,414,28.76,14.4
"E33020267","E01009067","E02001901",2011,414,28.76,14.4
"E33020268","E01009065","E02001901",2011,415,26.25,15.8
"E33020268","E01009067","E02001901",2011,415,26.25,15.8
"E33020268","E01009069","E02001901",2011,415,26.25,15.8
"E33020269","E01009069","E02001901",2011,316,10.41,30.4
"E33020270","E01009068","E02001901",2011,597,13.66,43.7
"E33020270","E01009069","E02001901",2011,597,13.66,43.7
"E33020271","E01009065","E02001901",2011,284,37.49,7.6
"E33020272","E01009068","E02001901",2011,382,10.16,37.6
"E33020273","E01008886","E02001902",2011,521,67.54,7.7
"E33020273","E01008885","E02001902",2011,521,67.54,7.7
"E33020273","E01008888","E02001902",2011,521,67.54,7.7
